Entity,Code_x,Year,Anxiety disorders,"GDP per capita, PPP (constant 2017 international $)",Population (historical estimates),Continent,Code_y,Bipolar disorders ,Code_x,Eating disorders ,Code_y,Schizophrenia disorders ,total_mental_disorders
Germany,DEU,1995,6.1131544,39366.09,81123264.0,,DEU,0.7494107,DEU,0.39057308,DEU,0.26154324,7.5146814200000005
Germany,DEU,1996,6.114999,39568.6,81300864.0,,DEU,0.74941826,DEU,0.3921777,DEU,0.26144016,7.51803512
Germany,DEU,1997,6.109635,40218.848,81436096.0,,DEU,0.7494491,DEU,0.39218703,DEU,0.2612771,7.512548229999999
Germany,DEU,1998,6.0995073,41022.613,81524384.0,,DEU,0.7494874,DEU,0.39156723,DEU,0.2610822,7.50164413
Germany,DEU,1999,6.0871043,41769.812,81556968.0,,DEU,0.74952275,DEU,0.39153993,DEU,0.26088598,7.4890529599999995
Germany,DEU,2000,6.0752563,42928.18,81551680.0,,DEU,0.7495678,DEU,0.3918454,DEU,0.2607296,7.477399100000001
Germany,DEU,2001,6.06614,43576.637,81514568.0,,DEU,0.7497514,DEU,0.3935821,DEU,0.2604061,7.4698796
Germany,DEU,2002,6.0599575,43417.31,81443424.0,,DEU,0.7501332,DEU,0.3963269,DEU,0.25980777,7.46622537
Germany,DEU,2003,6.0558968,43089.473,81346808.0,,DEU,0.7505901,DEU,0.3993696,DEU,0.2591246,7.4649811
Germany,DEU,2004,6.052996,43605.277,81266672.0,,DEU,0.75097585,DEU,0.40170497,DEU,0.25854585,7.46422267
Germany,DEU,2005,6.05086,43949.29,81212168.0,,DEU,0.7511564,DEU,0.40381622,DEU,0.25826865,7.4641012700000005
Germany,DEU,2006,6.06325,45678.082,81177816.0,,DEU,0.7511804,DEU,0.40503523,DEU,0.25824082,7.47770645
Germany,DEU,2007,6.0962496,47100.61,81183832.0,,DEU,0.75120103,DEU,0.40610555,DEU,0.25826615,7.51182233
Germany,DEU,2008,6.13726,47643.223,81217488.0,,DEU,0.7512228,DEU,0.4074173,DEU,0.25832802,7.554228119999999
Germany,DEU,2009,6.1738863,45044.49,81260624.0,,DEU,0.7512634,DEU,0.40787047,DEU,0.2584109,7.5914310700000005
Germany,DEU,2010,6.194222,46999.24,81325088.0,,DEU,0.7513417,DEU,0.40967724,DEU,0.25850472,7.61374566
Germany,DEU,2011,6.2050614,49757.926,81423384.0,,DEU,0.7512708,DEU,0.41205332,DEU,0.2586014,7.62698692
Germany,DEU,2012,6.217795,49872.45,81545568.0,,DEU,0.7508645,DEU,0.41420493,DEU,0.2586948,7.6415592299999995
Germany,DEU,2013,6.2289786,49954.17,81680592.0,,DEU,0.750218,DEU,0.41666567,DEU,0.2588036,7.6546658700000005
Germany,DEU,2014,6.2353673,50845.527,81858824.0,,DEU,0.7494602,DEU,0.41812757,DEU,0.25894794,7.66190301
Germany,DEU,2015,6.2348394,51159.297,82073232.0,Europe,DEU,0.74880296,DEU,0.420048,DEU,0.2591541,7.6628444600000005
Germany,DEU,2016,6.2234306,51879.67,82331432.0,,DEU,0.74828607,DEU,0.4225094,DEU,0.26047474,7.6547008100000005
Germany,DEU,2017,6.2104564,53071.457,82624368.0,,DEU,0.7477406,DEU,0.42384422,DEU,0.2618145,7.64385572
Germany,DEU,2018,6.2064977,53431.395,82896696.0,,DEU,0.74727356,DEU,0.42474633,DEU,0.2623118,7.6408293899999995
Germany,DEU,2019,6.208145,53874.316,83148144.0,,DEU,0.7469019,DEU,0.42561316,DEU,0.26269624,7.643356300000001
Greece,GRC,2001,5.566571,30180.227,11072182.0,,GRC,0.9053924,GRC,0.41775844,GRC,0.2732035,7.16292534
Greece,GRC,2002,5.555637,31249.396,11096620.0,,GRC,0.90530413,GRC,0.42361173,GRC,0.2730594,7.1576122600000005
Greece,GRC,2003,5.544638,32981.35,11110488.0,,GRC,0.9052445,GRC,0.4308234,GRC,0.27288303,7.153588930000001
Greece,GRC,2004,5.5387707,34564.91,11115089.0,,GRC,0.90520144,GRC,0.43663052,GRC,0.27273566,7.15333832
Greece,GRC,2005,5.5435123,34670.184,11113450.0,,GRC,0.9051681,GRC,0.43969107,GRC,0.27267995,7.16105142
Greece,GRC,2006,5.5584993,36520.047,11106097.0,,GRC,0.90515333,GRC,0.4407311,GRC,0.27274635,7.17713008
Greece,GRC,2007,5.5784855,37619.66,11091491.0,,GRC,0.90517396,GRC,0.44098032,GRC,0.2728949,7.1975346799999995
Greece,GRC,2008,5.601163,37394.17,11073621.0,,GRC,0.9052111,GRC,0.43963906,GRC,0.27307,7.219083159999999
Greece,GRC,2009,5.62452,35691.945,11055503.0,,GRC,0.9052735,GRC,0.43888727,GRC,0.27321088,7.24189165
Greece,GRC,2010,5.6466546,33693.21,11033784.0,,GRC,0.905373,GRC,0.4378887,GRC,0.2732569,7.2631732
Greece,GRC,2011,5.6707363,30318.404,11004730.0,,GRC,0.9055279,GRC,0.4364925,GRC,0.27316624,7.28592294
High-income countries,,1990,4.729571,31819.96,1000128696.0,,,0.7320952,,0.36385235,,0.32568294,6.15120149
High-income countries,,1991,4.724091,32081.518,1007966262.0,,,0.73162156,,0.36911672,,0.32657075,6.15140003
High-income countries,,1992,4.7198305,32512.123,1016302312.0,,,0.7312833,,0.37388405,,0.327345,6.15234285
High-income countries,,1993,4.7165747,32677.295,1024111317.0,,,0.731041,,0.37802675,,0.32798207,6.15362452
High-income countries,,1994,4.7144914,33507.496,1031535629.0,,,0.7308721,,0.38116062,,0.32849044,6.155014560000001
High-income countries,,1995,4.713554,34265.746,1038643992.0,,,0.7307541,,0.38302228,,0.32880247,6.1561328500000005
High-income countries,,1996,4.7459154,35079.094,1045645066.0,,,0.7306707,,0.38422203,,0.32896474,6.1897728700000005
High-income countries,,1997,4.8241196,36034.9,1052805303.0,,,0.73056686,,0.385379,,0.32909375,6.269159210000001
High-income countries,,1998,4.9177723,36791.297,1059873149.0,,,0.73050016,,0.3864955,,0.32921398,6.36398194
High-income countries,,1999,4.9966345,37782.62,1066734633.0,,,0.73052037,,0.38789004,,0.32936868,6.44441359
High-income countries,,2000,5.029177,39126.496,1073716442.0,,,0.7306232,,0.38938245,,0.32956424,6.47874689
High-income countries,,2001,5.0156226,39476.652,1080682831.0,,,0.7315425,,0.39178243,,0.33004308,6.4689906100000005
High-income countries,,2002,4.983831,39852.41,1087599947.0,,,0.7334375,,0.39507318,,0.33087316,6.44321484
High-income countries,,2003,4.9441285,40524.38,1094702298.0,,,0.7356737,,0.39866683,,0.331835,6.410304029999999
High-income countries,,2004,4.906421,41703.316,1101994336.0,,,0.7376291,,0.4020432,,0.3327,6.3787933
High-income countries,,2005,4.880684,42654.45,1109756320.0,,,0.7385983,,0.40471736,,0.3332121,6.35721176
High-income countries,,2006,4.875587,43711.4,1118325687.0,,,0.7385838,,0.40676862,,0.3334882,6.35442762
High-income countries,,2007,4.885886,44602.99,1127897627.0,,,0.73817044,,0.40870345,,0.33373258,6.366492470000001
High-income countries,,2008,4.901238,44560.36,1137726149.0,,,0.73765916,,0.4104951,,0.33391565,6.38330791
High-income countries,,2009,4.9126287,42786.332,1146851619.0,,,0.7372638,,0.4120632,,0.3340403,6.395996
High-income countries,,2010,4.9096837,43834.31,1154843353.0,,,0.7371935,,0.4135526,,0.3340681,6.3944979
High-income countries,,2011,4.8857584,44578.17,1162275154.0,,,0.73732656,,0.4136251,,0.3338349,6.37054496
High-income countries,,2012,4.8491583,44945.67,1169663185.0,,,0.73743266,,0.41198844,,0.3332725,6.331851899999999
High-income countries,,2013,4.810606,45347.824,1176689524.0,,,0.7375556,,0.40980616,,0.33253008,6.29049784
High-income countries,,2014,4.7802787,46051.45,1183328941.0,,,0.7376595,,0.40826386,,0.33173946,6.25794152
High-income countries,,2015,4.767557,46897.363,1189869736.0,,,0.7377445,,0.40845641,,0.3309917,6.24474961
High-income countries,,2016,4.7591414,47506.395,1196437875.0,,,0.7378475,,0.41162083,,0.32950997,6.2381197
High-income countries,,2017,4.7542152,48405.74,1202872536.0,,,0.738008,,0.41469887,,0.32832518,6.23524725
High-income countries,,2018,4.796592,49325.39,1209044728.0,,,0.7382172,,0.41598982,,0.32781148,6.278610500000001
High-income countries,,2019,4.8858933,49982.78,1214846354.0,,,0.73846537,,0.41672078,,0.32704684,6.368126290000001
Hungary,HUN,2018,3.402081,31122.502,9776361.0,,HUN,0.53755033,HUN,0.1810569,HUN,0.29118642,4.41187465
Hungary,HUN,2019,3.4067228,32649.143,9771799.0,,HUN,0.5375118,HUN,0.1835278,HUN,0.2914906,4.419253
Iceland,ISL,1995,5.094972,33666.18,267689.0,,ISL,0.89004016,ISL,0.38585737,ISL,0.276684,6.647553530000001
Iceland,ISL,1996,5.0975842,35014.2,269140.0,,ISL,0.89012384,ISL,0.38760555,ISL,0.27675495,6.65206854
Iceland,ISL,1997,5.098723,36732.934,271363.0,,ISL,0.8901357,ISL,0.3899919,ISL,0.27699837,6.65584897
Iceland,ISL,1998,5.0985937,39017.438,274292.0,,ISL,0.89017737,ISL,0.39233822,ISL,0.27727968,6.658388970000001
Iceland,ISL,1999,5.099072,40103.867,277634.0,,ISL,0.8901951,ISL,0.3956789,ISL,0.2775426,6.6624886
Iceland,ISL,2000,5.0997405,41530.516,281469.0,,ISL,0.8902108,ISL,0.39862582,ISL,0.2776561,6.6662332200000005
Iceland,ISL,2001,5.1008782,42626.92,285245.0,,ISL,0.891983,ISL,0.40225676,ISL,0.27756616,6.67268412
Iceland,ISL,2002,5.101612,42484.516,287799.0,,ISL,0.8960473,ISL,0.4058459,ISL,0.2773725,6.680877700000001
Iceland,ISL,2003,5.1014504,43095.355,289806.0,,ISL,0.9008615,ISL,0.41044316,ISL,0.27712774,6.6898828
Iceland,ISL,2004,5.0998836,46051.742,292364.0,,ISL,0.904726,ISL,0.4142604,ISL,0.27693126,6.69580126
Iceland,ISL,2005,5.095052,48104.652,297037.0,,ISL,0.90590656,ISL,0.4176044,ISL,0.27688852,6.69545148
Iceland,ISL,2006,5.085369,49956.848,304086.0,,ISL,0.9051288,ISL,0.4186797,ISL,0.27699843,6.68617593
Iceland,ISL,2007,5.0735373,52827.01,311859.0,,ISL,0.9043221,ISL,0.42066163,ISL,0.2772225,6.675743529999999
Iceland,ISL,2008,5.065872,52999.438,317722.0,,ISL,0.9040399,ISL,0.42360833,ISL,0.2774542,6.67097443
Iceland,ISL,2009,5.0654664,48770.95,318809.0,,ISL,0.9044717,ISL,0.42724344,ISL,0.27758688,6.67476842
Iceland,ISL,2010,5.0715923,47457.62,318346.0,,ISL,0.90526015,ISL,0.43062752,ISL,0.27761346,6.68509343
Iceland,ISL,2011,5.0819383,48186.168,319308.0,,ISL,0.9063161,ISL,0.43261614,ISL,0.27756524,6.6984357800000005
Iceland,ISL,2012,5.09521,48440.254,320988.0,,ISL,0.9076038,ISL,0.43440157,ISL,0.2775324,6.714747770000001
Iceland,ISL,2013,5.108436,50168.688,324036.0,,ISL,0.9088338,ISL,0.43522727,ISL,0.27753845,6.73003552
Iceland,ISL,2014,5.118127,50450.742,327650.0,,ISL,0.90968347,ISL,0.43664953,ISL,0.27756023,6.7420202300000005
Iceland,ISL,2015,5.1212854,52142.934,331068.0,Europe,ISL,0.9098578,ISL,0.4386102,ISL,0.27762607,6.74737947
Iceland,ISL,2016,5.114162,54665.766,335677.0,,ISL,0.9094681,ISL,0.44375566,ISL,0.2781046,6.74549036
Iceland,ISL,2017,5.105698,55638.492,343641.0,,ISL,0.90899944,ISL,0.44927993,ISL,0.27859282,6.74257019
Iceland,ISL,2018,5.103398,56816.363,352951.0,,ISL,0.9086723,ISL,0.45187095,ISL,0.27860782,6.742549070000001
Iceland,ISL,2019,5.1037683,56923.17,360787.0,,ISL,0.9084446,ISL,0.4541073,ISL,0.27835035,6.74467055
Ireland,IRL,1995,6.5089083,32614.967,3579486.0,,IRL,0.6978084,IRL,0.32606027,IRL,0.35662583,7.889402799999999
Ireland,IRL,1996,6.4775596,34745.805,3606725.0,,IRL,0.69781846,IRL,0.3315809,IRL,0.35690692,7.86386588
Ireland,IRL,1997,6.404452,38190.5,3640157.0,,IRL,0.69782686,IRL,0.3382691,IRL,0.35742486,7.79797282
Ireland,IRL,1998,6.317187,41107.3,3678670.0,,IRL,0.69782186,IRL,0.3460175,IRL,0.35805258,7.71907894
Ireland,IRL,1999,6.2430706,44926.527,3719918.0,,IRL,0.6978021,IRL,0.35349452,IRL,0.35864297,7.65301019
Ireland,IRL,2000,6.209499,48500.348,3768954.0,,IRL,0.6977339,IRL,0.36038065,IRL,0.35907203,7.62668558
Ireland,IRL,2001,6.204312,50266.957,3829019.0,,IRL,0.6979163,IRL,0.3677624,IRL,0.35945877,7.62944947
Ireland,IRL,2002,6.1985836,52342.86,3894256.0,,IRL,0.69844264,IRL,0.37604484,IRL,0.3599649,7.633035979999999
Ireland,IRL,2003,6.1939664,53049.168,3958706.0,,IRL,0.69904596,IRL,0.38347605,IRL,0.3604998,7.63698821
Ireland,IRL,2004,6.1934566,55623.887,4031961.0,,IRL,0.6995204,IRL,0.3901669,IRL,0.36094597,7.64408987
Ireland,IRL,2005,6.200092,57548.996,4121220.0,,IRL,0.6996479,IRL,0.3944639,IRL,0.36120278,7.65540658
Ireland,IRL,2006,6.2961326,58812.305,4234809.0,,IRL,0.69960475,IRL,0.3976606,IRL,0.3612601,7.75465805
Ireland,IRL,2007,6.511739,60170.418,4359841.0,,IRL,0.6997145,IRL,0.40047345,IRL,0.36121875,7.9731457
Ireland,IRL,2008,6.769266,56312.504,4452393.0,,IRL,0.6999214,IRL,0.40328872,IRL,0.36112157,8.23359769
Ireland,IRL,2009,6.9912043,52902.887,4499797.0,,IRL,0.7001905,IRL,0.40541512,IRL,0.3610104,8.45782032
Ireland,IRL,2010,7.100014,53500.914,4524581.0,,IRL,0.70047444,IRL,0.40874636,IRL,0.3609315,8.570166299999999
Ireland,IRL,2011,7.1265407,53712.285,4544504.0,,IRL,0.70073235,IRL,0.41121355,IRL,0.36095235,8.59943895
Ireland,IRL,2012,7.151443,53482.2,4564550.0,,IRL,0.70093507,IRL,0.41329163,IRL,0.3610856,8.6267553
Ireland,IRL,2013,7.1726217,53800.207,4588830.0,,IRL,0.7010678,IRL,0.41544262,IRL,0.36129025,8.65042237
Ireland,IRL,2014,7.187764,58027.84,4622165.0,,IRL,0.7011533,IRL,0.41831318,IRL,0.36151093,8.668741409999999
Ireland,IRL,2015,7.194756,71490.805,4665764.0,Europe,IRL,0.701208,IRL,0.42157215,IRL,0.36168867,8.67922482
Ireland,IRL,2016,7.1830854,72106.8,4715791.0,,IRL,0.7012379,IRL,0.43225074,IRL,0.36233905,8.67891309
Ireland,IRL,2017,7.164041,77749.2,4771860.0,,IRL,0.7012676,IRL,0.44323313,IRL,0.36289948,8.67144121
Ireland,IRL,2018,7.079152,83340.39,4834506.0,,IRL,0.70127773,IRL,0.45007327,IRL,0.35976973,8.59027273
Ireland,IRL,2019,6.9078193,86681.27,4896021.0,,IRL,0.701279,IRL,0.45577714,IRL,0.35267243,8.41754787
Israel,ISR,2000,3.1254063,30223.883,6116955.0,,ISR,1.0490342,ISR,0.3222211,ISR,0.30527246,4.80193406
Israel,ISR,2005,3.121599,30412.078,6714119.0,,ISR,1.04909,ISR,0.35313737,ISR,0.3044516,4.828277969999999
Israel,ISR,2006,3.1964755,31547.232,6832082.0,,ISR,1.0489985,ISR,0.3546561,ISR,0.30447602,4.9046061199999995
Israel,ISR,2007,3.3696697,32861.67,6952007.0,,ISR,1.0489061,ISR,0.35622182,ISR,0.3045306,5.07932822
Israel,ISR,2008,3.5754087,33332.59,7074530.0,,ISR,1.048799,ISR,0.3572651,ISR,0.3046,5.2860728
Israel,ISR,2009,3.7478662,32832.73,7199704.0,,ISR,1.0487008,ISR,0.3585309,ISR,0.30465057,5.459748469999999
Israel,ISR,2010,3.821316,34065.844,7328439.0,,ISR,1.0485955,ISR,0.35982054,ISR,0.30466342,5.53439546
Israel,ISR,2011,3.8193789,35301.82,7459750.0,,ISR,1.0488853,ISR,0.36184913,ISR,0.30463564,5.53474897
Israel,ISR,2012,3.8111892,35552.85,7592099.0,,ISR,1.0497222,ISR,0.36451,ISR,0.3045646,5.529986
Israel,ISR,2013,3.7995079,36436.383,7726675.0,,ISR,1.0507321,ISR,0.36824352,ISR,0.30444208,5.522925600000001
Israel,ISR,2014,3.7871122,37144.48,7863849.0,,ISR,1.0515729,ISR,0.37171817,ISR,0.30424586,5.5146491300000005
Israel,ISR,2015,3.7767668,37321.016,8007777.0,Asia,ISR,1.0518651,ISR,0.3747271,ISR,0.30397296,5.50733196
Israel,ISR,2016,3.757394,38251.297,8159015.0,,ISR,1.0517591,ISR,0.37869105,ISR,0.30282575,5.490669899999999
Israel,ISR,2017,3.7400212,39121.297,8309256.0,,ISR,1.0516589,ISR,0.38204062,ISR,0.30144402,5.47516474
Israel,ISR,2018,3.737234,39936.77,8456487.0,,ISR,1.0515593,ISR,0.3846552,ISR,0.30040956,5.47385806
Israel,ISR,2019,3.7392616,40810.055,8607922.0,,ISR,1.0514655,ISR,0.38732913,ISR,0.29913944,5.47719567
Italy,ITA,1990,5.948303,36585.68,56756560.0,,ITA,0.8701151,ITA,0.5222147,ITA,0.29970446,7.640337260000001
Italy,ITA,1991,5.7698236,37122.82,56794488.0,,ITA,0.8700388,ITA,0.5217445,ITA,0.29930484,7.4609117399999985
Italy,ITA,1992,5.6035943,37407.11,56833184.0,,ITA,0.86998266,ITA,0.521122,ITA,0.29897532,7.29367428
Italy,ITA,1993,5.45589,37065.434,56869456.0,,ITA,0.86993814,ITA,0.5211753,ITA,0.29872283,7.145726270000001
Italy,ITA,1994,5.3330307,37855.008,56883820.0,,ITA,0.86989284,ITA,0.52147764,ITA,0.2985582,7.02295938
Italy,ITA,1995,5.24134,38947.203,56885124.0,,ITA,0.86984545,ITA,0.5217907,ITA,0.29848817,6.93146432
Italy,ITA,1996,5.162716,39429.496,56898972.0,,ITA,0.8697923,ITA,0.5228138,ITA,0.29854292,6.85386502
Italy,ITA,1997,5.08217,40129.902,56925808.0,,ITA,0.86975133,ITA,0.5244995,ITA,0.29870594,6.775126769999999
Italy,ITA,1998,5.01061,40844.746,56938736.0,,ITA,0.8697162,ITA,0.5267551,ITA,0.29891202,6.70599332
Italy,ITA,1999,4.958834,41501.79,56945064.0,,ITA,0.86967117,ITA,0.52874696,ITA,0.29909745,6.6563495800000005
Italy,ITA,2000,4.937606,43053.934,56966400.0,,ITA,0.8696116,ITA,0.5308313,ITA,0.29919717,6.63724607
Italy,ITA,2001,4.935817,43869.43,56994992.0,,ITA,0.8717733,ITA,0.53299326,ITA,0.29925936,6.63984292
Italy,ITA,2002,4.935318,43915.387,57107576.0,,ITA,0.87702405,ITA,0.5354485,ITA,0.29935196,6.64714251
Italy,ITA,2003,4.936161,43781.22,57425176.0,,ITA,0.8832825,ITA,0.5380854,ITA,0.2994335,6.6569624
Italy,ITA,2004,4.9386244,44118.035,57860664.0,,ITA,0.8884874,ITA,0.5404833,ITA,0.29946178,6.66705688
Italy,ITA,2005,4.9430103,44260.83,58199876.0,,ITA,0.8905951,ITA,0.5418976,ITA,0.29939094,6.6748939400000005
Italy,ITA,2006,4.995475,44918.17,58429904.0,,ITA,0.89050627,ITA,0.541986,ITA,0.2989529,6.72692017
Italy,ITA,2007,5.1149726,45356.535,58778480.0,,ITA,0.8904948,ITA,0.5399921,ITA,0.29806665,6.84352615
Italy,ITA,2008,5.260413,44623.6,59224228.0,,ITA,0.8905577,ITA,0.53725165,ITA,0.29696697,6.98518932
Italy,ITA,2009,5.390523,42074.92,59562844.0,,ITA,0.89066154,ITA,0.53494817,ITA,0.29588598,7.112018689999999
Italy,ITA,2010,5.4642773,42664.355,59822452.0,,ITA,0.8907719,ITA,0.5341072,ITA,0.29505375,7.18421015
Italy,ITA,2011,5.495784,42892.305,60025952.0,,ITA,0.8912098,ITA,0.53435415,ITA,0.29430306,7.215651009999999
Italy,ITA,2012,5.5252304,41501.71,60190152.0,,ITA,0.89209795,ITA,0.53432214,ITA,0.29341424,7.24506473
Italy,ITA,2013,5.550146,40268.113,60312600.0,,ITA,0.8931089,ITA,0.53447694,ITA,0.29253542,7.27026726
Italy,ITA,2014,5.5680614,39898.527,60322792.0,,ITA,0.8939111,ITA,0.5347384,ITA,0.2918144,7.2885253
Italy,ITA,2015,5.5766687,40247.83,60232908.0,Europe,ITA,0.89417624,ITA,0.5356096,ITA,0.29140076,7.2978553
Italy,ITA,2016,5.5657377,40837.74,60118628.0,,ITA,0.8940325,ITA,0.5410652,ITA,0.29148558,7.2923209799999995
Italy,ITA,2017,5.552005,41581.12,60004024.0,,ITA,0.89384913,ITA,0.54644495,ITA,0.2916705,7.283969580000001
Italy,ITA,2018,5.553463,42045.92,59877432.0,,ITA,0.8936658,ITA,0.54637676,ITA,0.29154074,7.2850463
Italy,ITA,2019,5.5624604,42739.05,59727936.0,,ITA,0.89349115,ITA,0.54448926,ITA,0.29120925,7.291650059999999
Japan,JPN,1990,2.6676168,32846.39,123686320.0,,JPN,0.6484501,JPN,0.34748995,JPN,0.30089095,3.9644478
Japan,JPN,1991,2.6666603,33870.375,124073992.0,,JPN,0.6484309,JPN,0.35260078,JPN,0.3009541,3.96864608
Japan,JPN,1992,2.6657138,34048.785,124444696.0,,JPN,0.648403,JPN,0.35751495,JPN,0.3009937,3.97262545
Japan,JPN,1993,2.6647658,33782.734,124779576.0,,JPN,0.6483738,JPN,0.3618716,JPN,0.30101162,3.9760228200000003
Japan,JPN,1994,2.6637406,34053.523,125119264.0,,JPN,0.64834297,JPN,0.36536688,JPN,0.301009,3.97845945
Japan,JPN,1995,2.6625578,34867.582,125433968.0,,JPN,0.6483123,JPN,0.3682966,JPN,0.30099285,3.9801595499999998
Japan,JPN,1996,2.6601274,35878.79,125726224.0,,JPN,0.6482834,JPN,0.3706602,JPN,0.30091402,3.97998502
Japan,JPN,1997,2.656062,36144.617,126027984.0,,JPN,0.648253,JPN,0.37288496,JPN,0.3007599,3.97795986
Japan,JPN,1998,2.6515353,35588.625,126308392.0,,JPN,0.64822924,JPN,0.37500122,JPN,0.30058008,3.97534584
Japan,JPN,1999,2.6476872,35405.082,126555064.0,,JPN,0.64820915,JPN,0.37671465,JPN,0.30042526,3.9730362599999998
Japan,JPN,2000,2.6455986,36323.094,126803864.0,,JPN,0.6481938,JPN,0.3779294,JPN,0.30034733,3.9720691300000004
Japan,JPN,2001,2.6451256,36375.586,127065736.0,,JPN,0.6500766,JPN,0.3790652,JPN,0.30033514,3.9746025400000002
Japan,JPN,2002,2.6449575,36306.332,127301744.0,,JPN,0.65457594,JPN,0.38009134,JPN,0.3003465,3.9799712799999996
Japan,JPN,2003,2.6446106,36784.883,127502352.0,,JPN,0.6599348,JPN,0.3811295,JPN,0.3003813,3.9860562000000006
Japan,JPN,2004,2.6435513,37576.39,127671288.0,,JPN,0.6643919,JPN,0.38182813,JPN,0.30043903,3.9902103600000003
Japan,JPN,2005,2.6412113,38250.637,127798376.0,,JPN,0.6661894,JPN,0.3828627,JPN,0.30051926,3.9907826600000003
Japan,JPN,2006,2.6232862,38751.004,127902168.0,,JPN,0.66382843,JPN,0.38349852,JPN,0.30099046,3.97160361
Japan,JPN,2007,2.5835469,39280.895,128006424.0,,JPN,0.65837187,JPN,0.38433996,JPN,0.3020035,3.92826223
Japan,JPN,2008,2.5337436,38781.2,128077632.0,,JPN,0.6518986,JPN,0.38518617,JPN,0.303236,3.87406437
Japan,JPN,2009,2.4856107,36577.863,128117040.0,,JPN,0.6464947,JPN,0.38602868,JPN,0.30436093,3.82249501
Japan,JPN,2010,2.450816,38069.957,128105432.0,,JPN,0.64424115,JPN,0.3866621,JPN,0.30505535,3.7867746
Japan,JPN,2011,2.4247406,38149.617,128007256.0,,JPN,0.644254,JPN,0.38723958,JPN,0.30547157,3.76170575
Japan,JPN,2012,2.3970327,38735.895,127853688.0,,JPN,0.64426374,JPN,0.38745466,JPN,0.30592433,3.73467543
Japan,JPN,2013,2.37093,39569.637,127678920.0,,JPN,0.6442718,JPN,0.38750833,JPN,0.3063437,3.70905383
Japan,JPN,2014,2.3496258,39739.543,127476728.0,,JPN,0.6442806,JPN,0.3874382,JPN,0.3066522,3.6879968
Japan,JPN,2015,2.3362586,40402.582,127250936.0,Asia,JPN,0.64428896,JPN,0.38718462,JPN,0.3067773,3.6745094799999998
Japan,JPN,2016,2.327684,40727.97,126993856.0,,JPN,0.6442932,JPN,0.38624644,JPN,0.30485958,3.66308322
Japan,JPN,2017,2.3227928,41444.215,126662464.0,,JPN,0.6442936,JPN,0.38602966,JPN,0.30294132,3.6560573800000005
Japan,JPN,2018,2.3224354,41739.203,126255872.0,,JPN,0.6442909,JPN,0.38700762,JPN,0.30205637,3.6557902899999997
Japan,JPN,2019,2.3241255,41697.41,125791680.0,,JPN,0.6442883,JPN,0.38879964,JPN,0.30083296,3.6580464
Kuwait,KWT,1992,4.240534,41446.965,1620639.0,,KWT,0.80031484,KWT,0.3015065,KWT,0.27665398,5.619009320000001
Kuwait,KWT,1993,4.241197,54426.324,1653651.0,,KWT,0.80050296,KWT,0.3043176,KWT,0.27670005,5.62271761
Kuwait,KWT,1994,4.237911,59468.75,1641113.0,,KWT,0.800263,KWT,0.30631676,KWT,0.27683264,5.6213234000000005
Kuwait,KWT,1995,4.23221,61826.117,1655228.0,,KWT,0.7996982,KWT,0.30801037,KWT,0.27698448,5.61690305
Kuwait,KWT,1996,4.221999,60443.918,1703318.0,,KWT,0.7986773,KWT,0.3097327,KWT,0.27731568,5.60772468
Kuwait,KWT,1997,4.214999,59894.152,1761473.0,,KWT,0.797888,KWT,0.31238434,KWT,0.27779484,5.603066180000001
Kuwait,KWT,1998,4.2128954,60105.805,1819553.0,,KWT,0.7975614,KWT,0.31625164,KWT,0.27826622,5.60497466
Kuwait,KWT,1999,4.210197,57210.535,1877433.0,,KWT,0.7970714,KWT,0.31828454,KWT,0.27869704,5.60424998
Kuwait,KWT,2000,4.2097144,58117.18,1934910.0,,KWT,0.79679507,KWT,0.3197958,KWT,0.27889776,5.60520303
Kuwait,KWT,2001,4.21217,56580.99,1991676.0,,KWT,0.79675454,KWT,0.32135278,KWT,0.27888042,5.609157740000001
Kuwait,KWT,2002,4.217566,56701.06,2047368.0,,KWT,0.79684126,KWT,0.3225866,KWT,0.27877837,5.61577223
Kuwait,KWT,2003,4.2247205,64811.184,2101512.0,,KWT,0.79704905,KWT,0.32369635,KWT,0.27861595,5.62408185
Kuwait,KWT,2004,4.2328267,69723.62,2153485.0,,KWT,0.7972425,KWT,0.3258036,KWT,0.2784644,5.634337200000001
Kuwait,KWT,2005,4.2427597,74294.34,2235409.0,,KWT,0.7976854,KWT,0.32750776,KWT,0.2783094,5.646262259999999
Kuwait,KWT,2006,4.255525,75551.11,2363417.0,,KWT,0.7984038,KWT,0.33033684,KWT,0.2781284,5.66239404
Kuwait,KWT,2007,4.272459,75498.23,2506774.0,,KWT,0.7993322,KWT,0.33490977,KWT,0.27789813,5.6845991
Kuwait,KWT,2008,4.2940364,73162.9,2650941.0,,KWT,0.80050963,KWT,0.33946335,KWT,0.27760872,5.7116181
Kuwait,KWT,2009,4.3162136,64468.793,2795553.0,,KWT,0.8015673,KWT,0.34343055,KWT,0.27736393,5.73857538
Kuwait,KWT,2010,4.3400083,59780.03,2943364.0,,KWT,0.80263054,KWT,0.34677678,KWT,0.2771289,5.76654452
Kuwait,KWT,2011,4.3723187,61356.938,3143827.0,,KWT,0.80371445,KWT,0.3477918,KWT,0.27688277,5.80070772
Kuwait,KWT,2012,4.4144664,60588.156,3394668.0,,KWT,0.8047312,KWT,0.3493495,KWT,0.27663207,5.84517917
